25;25
2;34;32;2
0;11;4
0;11;5
0;11;6
0;11;7
0;11;8
0;11;9
0;11;10
0;11;11
0;11;12
0;10;12
0;9;12
0;8;12
0;7;12
0;6;12
0;5;12
0;4;12
0;4;11
0;4;10
0;4;9
0;4;8
0;4;7
0;4;6
0;4;5
0;4;4
0;4;3
0;4;2
0;5;2
0;6;2
0;7;2
0;8;2
0;9;2
0;10;2
0;11;2
0;11;3
1;15;8
1;16;8
1;17;8
1;17;9
1;17;10
1;17;11
1;17;12
1;17;13
1;17;14
1;17;15
1;16;15
1;15;15
1;14;15
1;13;15
1;12;15
1;11;15
1;10;15
1;9;15
1;8;15
1;8;14
1;8;13
1;8;12
1;8;11
1;8;10
1;8;9
1;8;8
1;9;8
1;10;8
1;11;8
1;12;8
1;13;8
1;14;8
-1;8;12;0;1
-1;11;8;0;1
