25;25
3;22;28;28;4
0;9;8
0;10;8
0;11;8
0;12;8
0;12;9
0;12;10
0;12;11
0;12;12
0;12;13
0;12;14
0;12;15
0;11;15
0;10;15
0;9;15
0;8;15
0;8;14
0;8;13
0;8;12
0;8;11
0;8;10
0;8;9
0;8;8
1;15;5
1;15;6
1;15;7
1;15;8
1;15;9
1;15;10
1;14;10
1;13;10
1;12;10
1;11;10
1;10;10
1;9;10
1;8;10
1;7;10
1;6;10
1;6;9
1;6;8
1;6;7
1;6;6
1;6;5
1;7;5
1;8;5
1;9;5
1;10;5
1;11;5
1;12;5
1;13;5
1;14;5
2;4;16
2;4;15
2;4;14
2;4;13
2;5;13
2;6;13
2;7;13
2;8;13
2;9;13
2;10;13
2;11;13
2;12;13
2;13;13
2;14;13
2;14;14
2;14;15
2;14;16
2;14;17
2;13;17
2;12;17
2;11;17
2;10;17
2;9;17
2;8;17
2;7;17
2;6;17
2;5;17
2;4;17
-1;8;10;0;1
-1;8;13;0;2
-1;12;10;0;1
-1;12;13;0;2
