25;25;;;
2;62;64;6;
0;3;3;;
0;3;4;;
0;3;5;;
0;3;6;;
0;3;7;;
0;3;8;;
0;3;9;;
0;3;10;;
0;3;11;;
0;3;12;;
0;3;13;;
0;3;14;;
0;3;15;;
0;4;15;;
0;5;15;;
0;6;15;;
0;7;15;;
0;8;15;;
0;9;15;;
0;9;16;;
0;9;17;;
0;9;18;;
0;9;19;;
0;10;19;;
0;11;19;;
0;12;19;;
0;13;19;;
0;14;19;;
0;15;19;;
0;16;19;;
0;16;18;;
0;16;17;;
0;16;16;;
0;16;15;;
0;16;14;;
0;16;13;;
0;16;12;;
0;17;12;;
0;18;12;;
0;18;11;;
0;18;10;;
0;18;9;;
0;18;8;;
0;18;7;;
0;18;6;;
0;18;5;;
0;18;4;;
0;18;3;;
0;17;3;;
0;16;3;;
0;15;3;;
0;14;3;;
0;13;3;;
0;12;3;;
0;11;3;;
0;10;3;;
0;9;3;;
0;8;3;;
0;7;3;;
0;6;3;;
0;5;3;;
0;4;3;;
1;7;9;;
1;8;9;;
1;9;9;;
1;10;9;;
1;11;9;;
1;12;9;;
1;13;9;;
1;14;9;;
1;15;9;;
1;16;9;;
1;17;9;;
1;18;9;;
1;19;9;;
1;20;9;;
1;21;9;;
1;21;10;;
1;21;11;;
1;21;12;;
1;21;13;;
1;21;14;;
1;20;14;;
1;19;14;;
1;18;14;;
1;17;14;;
1;16;14;;
1;15;14;;
1;14;14;;
1;13;14;;
1;13;15;;
1;13;16;;
1;13;17;;
1;13;18;;
1;13;19;;
1;13;20;;
1;13;21;;
1;12;21;;
1;11;21;;
1;10;21;;
1;9;21;;
1;8;21;;
1;7;21;;
1;6;21;;
1;6;20;;
1;6;19;;
1;6;18;;
1;6;17;;
1;6;16;;
1;6;15;;
1;6;14;;
1;6;13;;
1;6;12;;
1;5;12;;
1;4;12;;
1;3;12;;
1;2;12;;
1;1;12;;
1;1;11;;
1;1;10;;
1;1;9;;
1;2;9;;
1;3;9;;
1;4;9;;
1;5;9;;
1;6;9;;
-1;3;9;0;1
-1;3;12;0;1
-1;6;15;0;1
-1;13;19;0;1
-1;16;14;0;1
-1;18;9;0;1
