25;25;;;;
4;63;62;72;52;18
0;16;15;;;
0;15;15;;;
0;14;15;;;
0;13;15;;;
0;12;15;;;
0;11;15;;;
0;10;15;;;
0;10;14;;;
0;10;13;;;
0;11;13;;;
0;12;13;;;
0;13;13;;;
0;14;13;;;
0;15;13;;;
0;15;12;;;
0;15;11;;;
0;15;10;;;
0;15;9;;;
0;15;8;;;
0;14;8;;;
0;13;8;;;
0;12;8;;;
0;11;8;;;
0;10;8;;;
0;9;8;;;
0;8;8;;;
0;7;8;;;
0;6;8;;;
0;5;8;;;
0;4;8;;;
0;3;8;;;
0;3;9;;;
0;3;10;;;
0;3;11;;;
0;3;12;;;
0;3;13;;;
0;3;14;;;
0;3;15;;;
0;3;16;;;
0;3;17;;;
0;3;18;;;
0;4;18;;;
0;5;18;;;
0;6;18;;;
0;7;18;;;
0;8;18;;;
0;9;18;;;
0;10;18;;;
0;11;18;;;
0;12;18;;;
0;13;18;;;
0;14;18;;;
0;15;18;;;
0;16;18;;;
0;17;18;;;
0;18;18;;;
0;18;17;;;
0;18;16;;;
0;18;15;;;
0;17;15;;;
1;13;20;;;
1;14;20;;;
1;15;20;;;
1;16;20;;;
1;17;20;;;
1;18;20;;;
1;19;20;;;
1;20;20;;;
1;21;20;;;
1;21;19;;;
1;21;18;;;
1;21;17;;;
1;21;16;;;
1;21;15;;;
1;21;14;;;
1;21;13;;;
1;21;12;;;
1;21;11;;;
1;21;10;;;
1;21;9;;;
1;21;8;;;
1;21;7;;;
1;21;6;;;
1;21;5;;;
1;20;5;;;
1;19;5;;;
1;18;5;;;
1;17;5;;;
1;16;5;;;
1;15;5;;;
1;14;5;;;
1;13;5;;;
1;12;5;;;
1;11;5;;;
1;10;5;;;
1;9;5;;;
1;8;5;;;
1;7;5;;;
1;6;5;;;
1;6;6;;;
1;6;7;;;
1;6;8;;;
1;6;9;;;
1;6;10;;;
1;6;11;;;
1;6;12;;;
1;6;13;;;
1;6;14;;;
1;6;15;;;
1;6;16;;;
1;6;17;;;
1;6;18;;;
1;6;19;;;
1;6;20;;;
1;7;20;;;
1;8;20;;;
1;9;20;;;
1;10;20;;;
1;11;20;;;
1;12;20;;;
2;10;3;;;
2;12;1;;;
2;13;1;;;
2;14;1;;;
2;15;1;;;
2;16;1;;;
2;17;1;;;
2;18;1;;;
2;18;2;;;
2;18;3;;;
2;18;4;;;
2;18;5;;;
2;18;6;;;
2;18;7;;;
2;18;8;;;
2;17;8;;;
2;16;8;;;
2;15;8;;;
2;15;7;;;
2;15;6;;;
2;15;5;;;
2;15;4;;;
2;15;3;;;
2;14;3;;;
2;13;3;;;
2;12;3;;;
2;11;3;;;
2;10;3;;;
2;9;3;;;
2;8;3;;;
2;7;3;;;
2;6;3;;;
2;5;3;;;
2;4;3;;;
2;3;3;;;
2;2;3;;;
2;1;3;;;
2;1;4;;;
2;1;5;;;
2;1;6;;;
2;1;7;;;
2;1;8;;;
2;1;9;;;
2;1;10;;;
2;1;11;;;
2;1;12;;;
2;1;13;;;
2;2;13;;;
2;3;13;;;
2;4;13;;;
2;5;13;;;
2;6;13;;;
2;7;13;;;
2;8;13;;;
2;9;13;;;
2;10;13;;;
2;10;12;;;
2;10;11;;;
2;10;10;;;
2;10;9;;;
2;10;8;;;
2;10;7;;;
2;10;6;;;
2;10;5;;;
2;10;4;;;
2;10;3;;;
2;10;2;;;
2;10;1;;;
2;11;1;;;
3;10;22;;;
3;11;22;;;
3;12;22;;;
3;13;22;;;
3;14;22;;;
3;15;22;;;
3;16;22;;;
3;17;22;;;
3;18;22;;;
3;19;22;;;
3;20;22;;;
3;21;22;;;
3;21;21;;;
3;21;20;;;
3;22;20;;;
3;23;20;;;
3;23;19;;;
3;23;18;;;
3;23;17;;;
3;23;16;;;
3;23;15;;;
3;23;14;;;
3;23;13;;;
3;23;12;;;
3;23;11;;;
3;22;11;;;
3;21;11;;;
3;20;11;;;
3;19;11;;;
3;18;11;;;
3;17;11;;;
3;16;11;;;
3;15;11;;;
3;14;11;;;
3;13;11;;;
3;12;11;;;
3;11;11;;;
3;10;11;;;
3;9;11;;;
3;8;11;;;
3;8;12;;;
3;8;13;;;
3;8;14;;;
3;8;15;;;
3;8;16;;;
3;8;17;;;
3;8;18;;;
3;8;19;;;
3;8;20;;;
3;8;21;;;
3;8;22;;;
3;9;22;;;
-1;3;13;0;2;
-1;6;8;0;1;
-1;6;13;1;2;
-1;6;18;0;1;
-1;8;13;2;3;
-1;8;18;0;3;
-1;8;20;1;3;
-1;10;3;2;;
-1;10;5;1;2;
-1;10;8;0;2;
-1;10;11;2;3;
-1;10;13;0;2;
-1;15;5;1;2;
-1;15;8;0;2;
-1;15;11;0;3;
-1;18;5;1;2;
-1;21;11;1;3;
-1;21;20;1;3;
